,quarrelsome,gruesome,,,,,,,
,sniveling,drearisome,,,,,,,
,temperamental,strained,,,,,,,
,rampant,poor,,,,,,,
,hotly,(down) in the dumps idiom,,,,,,,
,uncontent,sober,,,,,,,
,going crook,beside oneself with grief,,,,,,,
,in an uproar,emotionally defeated,,,,,,,
,argumentative,ruined,,,,,,,
,restive,inconvenienced,,,,,,,
,snippety,fruitless,,,,,,,
,difficult,listless,,,,,,,
,eager,affective,,,,,,,
,injured,sniveling,,,,,,,
,black look,in tears,,,,,,,
,caustic,expressive,,,,,,,
,mordacious,goosey,,,,,,,
,fighting,unhappily,,,,,,,
,distressing,inclement,,,,,,,
,flustered,racked with suffering,,,,,,,
,stewed,powerless,,,,,,,
,discouraged,ferocious,,,,,,,
,anxious,down-and-out,,,,,,,
,disturbed,contemptible,,,,,,,
,prickly,disturbing,,,,,,,
,forlorn,injured,,,,,,,
,noisy,desirous,,,,,,,
,vex,saturnine,,,,,,,
,good and mad,dragged,,,,,,,
,peevish,passive,,,,,,,
,disconsolate,gray,,,,,,,
,barbed,frightened,,,,,,,
,belligerent,angsty,,,,,,,
,bearish,woe,,,,,,,
,riproaring,martyred,,,,,,,
,irreconcilable,ill-humored,,,,,,,
,beside oneself,crummy,,,,,,,
,reprehensive,rakehelly,,,,,,,
,vile,intemperate,,,,,,,
,in a fume,mouth,,,,,,,
,full of hate,dreamy,,,,,,,
,hotheaded,penitential,,,,,,,
,fit,evocative,,,,,,,
,threatening,unconfident,,,,,,,
,full-hearted,burned,,,,,,,
,not satisfied,vile,,,,,,,
,grudging,drained,,,,,,,
,woeful,unloved,,,,,,,
,eggy,subdued,,,,,,,
,highly strung,to be pitied,,,,,,,
,breakneck,helpless,,,,,,,
,uncommunicative,characterless,,,,,,,
,panic-struck,dolesome,,,,,,,
,defiant,pining,,,,,,,
,serious,overwrought,,,,,,,
,cyclonic,at sixes and sevens,,,,,,,
,explosive,angry,,,,,,,
,antagonised,huffy,,,,,,,
,weirded out,chastened,,,,,,,
,misty,taken aback,,,,,,,
,gingery,passionless,,,,,,,
,smart-alecky,burdensome,,,,,,,
,volcanic,scurvy,,,,,,,
,blistering,tenebrific,,,,,,,
,with a chip on your shoulder,perturbing,,,,,,,
,peed off,disturbed,,,,,,,
,carrying a chip on your shoulder,jarring,,,,,,,
,superheated,tear-filled,,,,,,,
,harsh,nervy,,,,,,,
,mad as hell,hassled,,,,,,,
,unsettled,cut,,,,,,,
,agonistic,languished,,,,,,,
,ticklish,ghastly,,,,,,,
,temper,awful,,,,,,,
,dramatic,having lost heart,,,,,,,
,sensitive,broodiness,,,,,,,
,in a pet,uninviting,,,,,,,
,caviling,perverted,,,,,,,
,buffaloed,discomfited,,,,,,,
,be out for/after sbs scalp idiom,harsh,,,,,,,
,ill-disposed,muted,,,,,,,
,stung,unsettled,,,,,,,
,blustering,shot-down,,,,,,,
,mighty,bowed down,,,,,,,
,dejected,queazy,,,,,,,
,ill-humored,agonizing,,,,,,,
,scowling,meditative,,,,,,,
,scalding,sensitive,,,,,,,
,intemperate,depressant,,,,,,,
,blustery,unclean,,,,,,,
,adverse,gloom-ridden,,,,,,,
,hassled,screwed up,,,,,,,
,fazed,torpid,,,,,,,
,unfavourable,sluggish,,,,,,,
,in a frenzy,drippy,,,,,,,
,stark,stirring,,,,,,,
,irrational,deploring,,,,,,,
,frenzied,mushy,,,,,,,
,censorious,bit,,,,,,,
,pouting,all alone,,,,,,,
,victimised,pathetic,,,,,,,
,in a huff,degraded,,,,,,,
,filthy,saddening,,,,,,,
,thoughtless,alarmist,,,,,,,
,be up in arms idiom,provoking,,,,,,,
,saturnine,stark,,,,,,,
,steamed,irrational,,,,,,,
,in a strop,deterred,,,,,,,
,disagreeable,homesickness,,,,,,,
,,arousing affect,,,,,,,
,,on a downer,,,,,,,
,,shook up,,,,,,,
,,sheepish,,,,,,,
,,shabby,,,,,,,
,,filthy,,,,,,,
,,crying,,,,,,,
,,jittery,,,,,,,
,,triggered,,,,,,,
,,impressive,,,,,,,
,,trashy,,,,,,,
,,mope around (somewhere),,,,,,,
,,humbled,,,,,,,
,,unpalatable,,,,,,,
,,serious,,,,,,,
,,come apart,,,,,,,
,,unquiet,,,,,,,
,,in anguish,,,,,,,
,,joylessly,,,,,,,
,,shameful,,,,,,,
,,disagreeable,,,,,,,
